@Disk @RAM
0	91.4	50.39904002558763
1	91.4	50.41163667750709
2	91.4	50.399752010261345
3	91.4	50.413909551657774
4	91.4	50.42516438630755
5	91.4	50.424096409296986
6	91.4	50.273073506393075
7	91.4	50.448057431969865
8	91.4	50.25157704605226
9	91.4	50.25278194319239
@Disk @RAM
0	91.3	54.73343841496877
1	91.3	54.73729956262234
2	91.3	54.87468522062214
3	91.3	54.83119938747411
4	91.3	54.83180183604417
5	91.3	54.83065170695587
6	91.3	54.85546163443202
7	91.3	54.846479673932926
8	91.3	54.82988495423034
9	91.3	54.869537023750716
